timestamp,open,high,low,close,volume,EMA9,EMA21,VWAP,RSI,MACD,MACD_Signal,ATR,ROC,OBV
2025-06-25 21:00:00,107818.77,108042.64,107596.62,107596.62,1.7391905,107655.62384324035,107561.92729952108,107564.42917149319,52.0365047438315,93.11475392039574,83.02863220096545,285.13773689551516,0.10621267879427855,-5.543825930000001
2025-06-25 21:15:00,107652.83,107707.3,107527.92,107527.92,1.09558746,107630.08307459229,107558.83572683734,107563.89456255738,49.91696994434307,78.19268537085736,82.06144283494385,277.5836128315501,0.11406315566412786,-6.6394133900000005
2025-06-25 21:30:00,107486.14,107643.29,107486.13,107492.7,1.98720085,107602.60645967384,107552.82338803395,107562.05255497812,48.81912817282358,62.800948639793205,78.20934399591373,268.98192620072433,-0.007990601787193909,-8.62661424
2025-06-25 21:45:00,107483.86,107585.27,107466.45,107511.32,0.73720061,107584.34916773907,107549.05035275813,107561.57024451013,49.45207881410756,51.51157144435274,72.86978948560153,258.25607432924454,0.09296959560925862,-7.88941363
2025-06-25 22:00:00,107512.03,107512.03,107344.18,107405.4,1.2934833,107548.55933419126,107535.99122978012,107559.00795150634,45.969395864023745,33.630132656529895,65.02185811978721,251.79849759144176,-0.26568480043740667,-9.18289693
2025-06-25 22:15:00,107398.07,107426.1,107362.79,107381.19,0.53366925,107515.08546735301,107521.9183907092,107557.81234710322,45.18608242443435,17.305926966277184,55.478671889085206,238.33503347776823,-0.4571430478409455,-9.716566180000001
2025-06-25 22:30:00,107331.72,107355.88,107244.97,107256.97,1.5861884,107463.46237388242,107497.832173372,107551.91794355649,41.297658314528455,-5.590199166719685,43.26489767792423,231.0411025150706,-0.4047529241957168,-11.30275458
2025-06-25 22:45:00,107256.97,107326.46,107220.01,107270.84,0.83468267,107424.93789910595,107477.19652124727,107549.04954464028,41.89886413908801,-22.35861480748281,30.140195180842824,222.14173804970923,-0.4157588622735811,-10.46807191
2025-06-25 23:00:00,107240.9,107368.53,107092.27,107368.53,2.05751927,107413.65631928477,107467.31774658842,107544.61989147669,46.08698946562675,-27.44852888720925,18.62245036723241,226.00732818901534,-0.3027080391176785,-8.41055264
2025-06-25 23:15:00,107377.51,107377.62,107167.86,107189.14,1.08395238,107368.75305542783,107442.02886053492,107540.08310335096,40.33694905838629,-45.433862950943876,5.811187703597152,224.84680474694247,-0.4804163311099492,-9.49450502
2025-06-25 23:30:00,107172.8,107254.17,107172.8,107214.3,0.05278721,107337.86244434227,107421.32623684993,107539.88074986843,41.44048658588962,-57.00010630057659,-6.751071097237596,214.59846155073197,-0.42111975818934333,-9.44171781
2025-06-25 23:45:00,107251.01,107375.62,107139.12,107342.52,1.07982189,107338.79395547383,107414.16203349993,107537.40456542591,46.83708672043543,-55.184027941475506,-16.43766246608518,216.1628571542511,-0.4221615323532265,-8.36189592
2025-06-26 00:00:00,107380.58,107530.0,107380.58,107530.0,0.36056352,107377.03516437906,107424.6927577272,107537.37367415304,53.57409409807841,-38.17662719923828,-20.785455412715798,214.11408164323285,-0.06191644310015997,-8.0013324
2025-06-26 00:15:00,107557.41,107619.1,107418.65,107423.91,0.90338764,107386.41013150326,107424.62159793382,107536.19994081216,49.73339284500233,-32.879699242213974,-23.204304178615438,213.1380758115742,-0.09672836599089311,-8.90472004
2025-06-26 00:30:00,107391.83,107414.95,107332.34,107393.0,0.50076536,107387.72810520262,107421.74690721255,107535.38348562221,48.6393047596536,-30.820742019583122,-24.727591746808976,204.45464182503366,-0.09275048445149958,-9.405485400000002
2025-06-26 00:45:00,107463.54,107463.54,107265.5,107297.98,0.58775274,107369.7784841621,107410.49537019322,107533.80536420972,45.33742144984968,-36.43630838909303,-27.069335075265787,203.9964531232451,-0.1984349182951256,-9.993238140000003
2025-06-26 01:00:00,107291.96,107291.96,107205.42,107233.26,0.91558953,107342.47478732969,107394.38306381201,107530.72504716329,43.186943485886076,-45.583589067318826,-30.772185873676396,196.03670647158455,-0.16027127127686266,-10.908827670000003
2025-06-26 01:15:00,107239.91,107486.13,107103.04,107486.13,0.99551768,107371.20582986376,107402.72369437457,107530.23356558192,52.639294249163775,-32.05882505091722,-31.02951370912456,209.3976560093293,0.09772661301295164,-9.913309990000002
